ccode,polity_code,dispute,StYear,EndYear
200,UKG,1,1902,1903
2,USA,1,1902,1903
345,YGS,1,1913,1913
300,NA,1,1913,1913
339,ALB,1,1946,1946
200,UKG,1,1946,1946
200,UKG,1,1951,1952
651,EGY,1,1951,1952
630,IRN,1,1856,1857
200,UKG,1,1856,1857
235,POR,1,1889,1890
200,UKG,1,1889,1890
305,AUS,1,1938,1938
255,GMY,1,1938,1938
365,RUS,1,1938,1938
211,BEL,1,1938,1938
200,UKG,1,1938,1938
220,FRN,1,1938,1938
255,GMY,1,1938,1938
315,CZE,1,1938,1938
740,JPN,1,1863,1863
200,UKG,1,1863,1863
2,USA,1,1863,1863
220,FRN,1,1863,1863
640,TUR,1,1895,1895
200,UKG,1,1895,1895
2,USA,1,1839,1839
200,UKG,1,1839,1839
730,NA,1,1897,1898
365,RUS,1,1897,1898
740,JPN,1,1897,1898
200,UKG,1,1897,1898
337,TUS,1,1848,1848
332,MOD,1,1848,1848
325,ITA,1,1848,1849
300,NA,1,1848,1849
630,IRN,1,1945,1946
365,RUS,1,1945,1946
345,YGS,1,1912,1912
365,RUS,1,1912,1912
300,NA,1,1912,1912
365,RUS,1,1940,1940
367,LAT,1,1940,1940
366,EST,1,1939,1939
365,RUS,1,1939,1939
200,UKG,1,1831,1832
210,NTH,1,1831,1832
211,BEL,1,1831,1832
220,FRN,1,1831,1831
2,USA,1,1948,1949
200,UKG,1,1948,1949
220,FRN,1,1948,1949
365,RUS,1,1948,1949
315,CZE,1,1961,1961
290,POL,1,1961,1961
200,UKG,1,1961,1961
220,FRN,1,1961,1961
2,USA,1,1961,1961
265,NA,1,1961,1961
365,RUS,1,1961,1961
260,NA,1,1961,1961
220,FRN,1,1961,1961
616,TUN,1,1961,1961
300,NA,1,1908,1909
345,YGS,1,1908,1909
300,NA,1,1900,1900
325,ITA,1,1900,1900
255,GMY,1,1900,1900
2,USA,1,1900,1900
200,UKG,1,1900,1900
220,FRN,1,1900,1900
365,RUS,1,1900,1900
740,JPN,1,1900,1900
710,CHN,1,1900,1900
2,USA,1,1837,1838
200,UKG,1,1837,1838
740,JPN,1,1928,1928
710,CHN,1,1928,1928
365,RUS,1,1929,1929
710,CHN,1,1929,1929
255,GMY,1,1897,1898
710,CHN,1,1897,1898
732,ROK,1,1953,1953
365,RUS,1,1954,1954
2,USA,1,1953,1956
710,CHN,1,1953,1956
713,TAW,1,1953,1956
920,NEW,1,1950,1953
840,PHI,1,1950,1953
210,NTH,1,1951,1953
350,GRC,1,1951,1953
211,BEL,1,1951,1953
100,COL,1,1951,1953
800,THI,1,1951,1953
530,ETI,1,1951,1953
20,CAN,1,1950,1953
220,FRN,1,1951,1953
900,AUL,1,1950,1953
640,TUR,1,1950,1953
200,UKG,1,1950,1953
710,CHN,1,1950,1953
732,ROK,1,1950,1953
2,USA,1,1950,1953
731,PRK,1,1950,1953
2,USA,1,1956,1956
710,CHN,1,1956,1956
350,GRC,1,1923,1923
325,ITA,1,1923,1923
640,TUR,1,1897,1897
350,GRC,1,1897,1897
220,FRN,1,1897,1897
255,GMY,1,1897,1897
300,NA,1,1897,1897
325,ITA,1,1897,1897
200,UKG,1,1897,1897
365,RUS,1,1897,1897
300,NA,1,1854,1856
365,RUS,1,1853,1856
325,ITA,1,1855,1856
640,TUR,1,1853,1856
200,UKG,1,1853,1856
220,FRN,1,1853,1856
2,USA,1,1962,1962
365,RUS,1,1962,1962
40,CUB,1,1962,1962
640,TUR,1,1826,1826
365,RUS,1,1826,1826
360,RUM,1,1883,1883
300,NA,1,1883,1883
345,YGS,1,1934,1934
255,GMY,1,1934,1934
325,ITA,1,1934,1934
315,CZE,1,1934,1934
42,DOM,1,1900,1900
220,FRN,1,1900,1900
2,USA,1,1900,1900
42,DOM,1,1914,1916
2,USA,1,1914,1916
350,GRC,1,1850,1850
200,UKG,1,1850,1850
339,ALB,1,1934,1934
325,ITA,1,1934,1934
200,UKG,1,1898,1898
220,FRN,1,1898,1898
327,PAP,1,1847,1848
300,NA,1,1847,1848
230,SPN,1,1907,1908
220,FRN,1,1907,1908
600,MOR,1,1907,1908
255,GMY,1,1870,1871
267,BAD,1,1870,1870
220,FRN,1,1870,1871
271,WRT,1,1870,1870
245,BAV,1,1870,1870
365,RUS,1,1823,1823
255,GMY,1,1823,1823
300,NA,1,1823,1823
220,FRN,1,1822,1823
230,SPN,1,1822,1823
640,TUR,1,1887,1887
365,RUS,1,1887,1887
220,FRN,1,1964,1964
481,GAB,1,1964,1964
41,HAI,1,1909,1910
255,GMY,1,1909,1910
350,GRC,1,1886,1886
325,ITA,1,1886,1886
200,UKG,1,1886,1886
255,GMY,1,1886,1886
300,NA,1,1886,1886
365,RUS,1,1886,1886
41,HAI,1,1914,1915
2,USA,1,1914,1915
365,RUS,1,1880,1880
710,CHN,1,1880,1880
740,JPN,1,1895,1895
255,GMY,1,1895,1895
220,FRN,1,1895,1895
365,RUS,1,1895,1895
339,ALB,1,1939,1939
325,ITA,1,1939,1939
325,ITA,1,1904,1904
300,NA,1,1904,1904
200,UKG,1,1935,1936
530,ETI,1,1934,1936
325,ITA,1,1934,1936
220,FRN,1,1860,1860
325,ITA,1,1860,1860
327,PAP,1,1860,1860
220,FRN,1,1860,1861
329,SIC,1,1860,1861
325,ITA,1,1860,1861
640,TUR,1,1911,1911
325,ITA,1,1911,1911
255,GMY,1,1859,1859
300,NA,1,1859,1859
220,FRN,1,1859,1859
325,ITA,1,1859,1859
365,RUS,1,1885,1885
200,UKG,1,1885,1885
300,NA,1,1853,1853
2,USA,1,1853,1853
630,IRN,1,1961,1961
670,SAU,1,1961,1962
616,TUN,1,1961,1962
200,UKG,1,1961,1962
625,SDN,1,1961,1962
651,EGY,1,1961,1962
663,JOR,1,1961,1962
690,KUW,1,1961,1962
645,IRQ,1,1961,1962
220,FRN,1,1845,1846
200,UKG,1,1845,1846
160,ARG,1,1845,1846
651,EGY,1,1958,1958
645,IRQ,1,1958,1958
365,RUS,1,1958,1958
2,USA,1,1958,1958
200,UKG,1,1958,1958
640,TUR,1,1853,1853
365,RUS,1,1853,1853
300,NA,1,1853,1853
255,GMY,1,1921,1921
325,ITA,1,1921,1921
200,UKG,1,1921,1921
211,BEL,1,1921,1921
220,FRN,1,1921,1921
640,TUR,1,1905,1905
365,RUS,1,1905,1905
200,UKG,1,1905,1905
220,FRN,1,1905,1905
325,ITA,1,1905,1905
300,NA,1,1905,1905
710,CHN,1,1931,1933
740,JPN,1,1931,1933
730,NA,1,1899,1900
365,RUS,1,1899,1900
740,JPN,1,1900,1900
325,ITA,1,1923,1923
200,UKG,1,1923,1923
368,LIT,1,1923,1923
220,FRN,1,1923,1923
368,LIT,1,1939,1939
255,GMY,1,1939,1939
230,SPN,1,1861,1862
200,UKG,1,1861,1862
220,FRN,1,1861,1867
70,MEX,1,1861,1867
2,USA,1,1914,1914
70,MEX,1,1914,1914
235,POR,1,1831,1831
200,UKG,1,1831,1831
740,JPN,1,1934,1935
710,CHN,1,1934,1935
255,GMY,1,1880,1880
325,ITA,1,1880,1880
365,RUS,1,1880,1880
220,FRN,1,1880,1880
200,UKG,1,1880,1881
300,NA,1,1880,1880
640,TUR,1,1880,1881
350,GRC,1,1880,1881
365,RUS,1,1821,1821
640,TUR,1,1821,1821
200,UKG,1,1854,1854
2,USA,1,1854,1854
710,CHN,1,1927,1927
200,UKG,1,1927,1927
325,ITA,1,1927,1927
2,USA,1,1927,1927
235,POR,1,1927,1927
230,SPN,1,1927,1927
220,FRN,1,1927,1927
740,JPN,1,1927,1927
220,FRN,1,1827,1828
365,RUS,1,1827,1828
200,UKG,1,1827,1828
640,TUR,1,1827,1828
300,NA,1,1821,1821
329,SIC,1,1821,1821
710,CHN,1,1959,1960
790,NEP,1,1959,1960
255,GMY,1,1856,1857
225,SWZ,1,1856,1857
93,NIC,1,1926,1926
2,USA,1,1926,1926
200,UKG,1,1896,1898
220,FRN,1,1896,1898
365,RUS,1,1833,1833
640,TUR,1,1833,1833
220,FRN,1,1833,1833
200,UKG,1,1833,1833
255,GMY,1,1850,1850
300,NA,1,1850,1850
271,WRT,1,1850,1850
245,BAV,1,1850,1850
273,NA,1,1850,1850
220,FRN,1,1850,1850
365,RUS,1,1850,1850
200,UKG,1,1906,1906
640,TUR,1,1906,1906
710,CHN,1,1937,1941
740,JPN,1,1937,1941
95,PAN,1,1921,1921
94,COS,1,1921,1921
2,USA,1,1921,1921
100,COL,1,1903,1904
2,USA,1,1903,1904
220,FRN,1,1838,1839
70,MEX,1,1838,1839
600,MOR,1,1904,1904
220,FRN,1,1904,1904
200,UKG,1,1904,1904
2,USA,1,1904,1904
630,IRN,1,1911,1912
365,RUS,1,1911,1912
630,IRN,1,1908,1908
365,RUS,1,1908,1908
300,NA,1,1821,1821
325,ITA,1,1821,1821
365,RUS,1,1939,1939
290,POL,1,1939,1939
713,TAW,1,1962,1962
710,CHN,1,1962,1962
2,USA,1,1962,1962
365,RUS,1,1958,1958
2,USA,1,1958,1958
713,TAW,1,1958,1958
710,CHN,1,1958,1958
220,FRN,1,1936,1936
255,GMY,1,1936,1936
211,BEL,1,1936,1936
300,NA,1,1849,1849
220,FRN,1,1849,1849
329,SIC,1,1849,1849
327,PAP,1,1849,1849
255,GMY,1,1922,1923
220,FRN,1,1922,1923
211,BEL,1,1923,1923
740,JPN,1,1932,1935
365,RUS,1,1932,1935
365,RUS,1,1939,1940
375,FIN,1,1939,1940
730,NA,1,1903,1905
740,JPN,1,1903,1905
365,RUS,1,1903,1905
365,RUS,1,1935,1936
712,MON,1,1935,1936
740,JPN,1,1935,1936
365,RUS,1,1939,1939
740,JPN,1,1939,1939
712,MON,1,1939,1939
365,RUS,1,1938,1938
740,JPN,1,1938,1938
365,RUS,1,1956,1956
290,POL,1,1956,1956
365,RUS,1,1920,1920
200,UKG,1,1920,1920
365,RUS,1,1876,1878
640,TUR,1,1876,1878
365,RUS,1,1827,1829
640,TUR,1,1827,1829
200,UKG,1,1888,1889
2,USA,1,1888,1889
255,GMY,1,1888,1889
240,NA,1,1863,1864
200,UKG,1,1863,1864
267,BAD,1,1863,1863
271,WRT,1,1863,1864
275,NA,1,1863,1864
269,SAX,1,1863,1864
300,NA,1,1863,1864
255,GMY,1,1863,1864
390,DEN,1,1863,1864
200,UKG,1,1893,1893
220,FRN,1,1893,1893
800,THI,1,1893,1893
200,UKG,1,1918,1920
740,JPN,1,1917,1920
220,FRN,1,1918,1920
325,ITA,1,1918,1920
365,RUS,1,1917,1920
2,USA,1,1918,1920
329,SIC,1,1848,1848
220,FRN,1,1848,1848
200,UKG,1,1848,1848
710,CHN,1,1961,1962
750,IND,1,1961,1962
220,FRN,1,1956,1956
200,UKG,1,1956,1956
365,RUS,1,1956,1956
2,USA,1,1956,1956
651,EGY,1,1955,1956
666,ISR,1,1955,1956
710,CHN,1,1883,1885
220,FRN,1,1883,1885
750,IND,1,1959,1961
710,CHN,1,1959,1961
2,USA,1,1858,1858
200,UKG,1,1858,1858
2,USA,1,1953,1953
365,RUS,1,1953,1953
315,CZE,1,1953,1953
200,UKG,1,1953,1953
230,SPN,1,1936,1939
255,GMY,1,1936,1939
235,POR,1,1936,1939
325,ITA,1,1936,1939
211,BEL,1,1920,1920
255,GMY,1,1920,1920
220,FRN,1,1920,1920
300,NA,1,1888,1888
220,FRN,1,1888,1888
325,ITA,1,1888,1888
200,UKG,1,1888,1888
200,UKG,1,1836,1836
365,RUS,1,1836,1836
255,GMY,1,1840,1840
365,RUS,1,1840,1840
300,NA,1,1840,1840
200,UKG,1,1840,1840
220,FRN,1,1840,1840
220,FRN,1,1870,1870
325,ITA,1,1870,1870
2,USA,1,1870,1870
710,CHN,1,1870,1870
740,JPN,1,1865,1865
220,FRN,1,1865,1865
200,UKG,1,1865,1865
210,NTH,1,1865,1865
200,UKG,1,1861,1861
2,USA,1,1861,1861
200,UKG,1,1861,1861
365,RUS,1,1861,1861
740,JPN,1,1861,1861
220,FRN,1,1881,1881
640,TUR,1,1881,1881
325,ITA,1,1919,1921
640,TUR,1,1919,1921
337,TUS,1,1849,1849
300,NA,1,1849,1849
200,UKG,1,1940,1940
220,FRN,1,1940,1940
640,TUR,1,1849,1849
365,RUS,1,1849,1849
220,FRN,1,1849,1849
200,UKG,1,1849,1849
255,GMY,1,1899,1900
200,UKG,1,1899,1900
90,GUA,1,1913,1913
200,UKG,1,1913,1913
220,FRN,1,1864,1864
200,UKG,1,1864,1864
210,NTH,1,1864,1864
740,JPN,1,1864,1864
2,USA,1,1864,1864
200,UKG,1,1923,1923
365,RUS,1,1923,1923
200,UKG,1,1904,1904
365,RUS,1,1904,1904
365,RUS,1,1960,1961
2,USA,1,1960,1961
40,CUB,1,1960,1961
42,DOM,1,1905,1905
2,USA,1,1905,1905
740,JPN,1,1932,1932
2,USA,1,1932,1932
200,UKG,1,1932,1932
93,NIC,1,1910,1910
2,USA,1,1910,1910
710,CHN,1,1965,1965
2,USA,1,1965,1965
365,RUS,1,1945,1946
2,USA,1,1946,1946
640,TUR,1,1945,1946
770,PAK,1,1960,1960
740,JPN,1,1960,1960
385,NOR,1,1960,1960
640,TUR,1,1960,1960
2,USA,1,1960,1960
365,RUS,1,1960,1960
101,VEN,1,1902,1903
2,USA,1,1902,1903
325,ITA,1,1902,1903
255,GMY,1,1902,1903
200,UKG,1,1902,1903
2,USA,1,1873,1873
200,UKG,1,1873,1873
230,SPN,1,1873,1873
740,JPN,1,1914,1918
2,USA,1,1917,1918
200,UKG,1,1914,1918
360,RUM,1,1916,1917
640,TUR,1,1914,1918
220,FRN,1,1914,1918
300,NA,1,1914,1918
211,BEL,1,1914,1918
365,RUS,1,1914,1917
355,BUL,1,1915,1918
255,GMY,1,1914,1918
350,GRC,1,1917,1918
325,ITA,1,1915,1918
345,YGS,1,1914,1918
235,POR,1,1916,1918
365,RUS,1,1939,1939
230,SPN,1,1941,1944
325,ITA,1,1943,1945
211,BEL,1,1939,1940
355,BUL,1,1944,1945
325,ITA,1,1940,1943
360,RUM,1,1944,1945
210,NTH,1,1940,1940
345,YGS,1,1941,1941
710,CHN,1,1941,1945
140,BRA,1,1944,1945
365,RUS,1,1941,1945
2,USA,1,1941,1945
530,ETI,1,1941,1941
355,BUL,1,1941,1944
20,CAN,1,1939,1945
560,SAF,1,1939,1945
220,FRN,1,1944,1945
900,AUL,1,1939,1945
220,FRN,1,1939,1940
200,UKG,1,1939,1945
255,GMY,1,1939,1945
290,POL,1,1939,1939
920,NEW,1,1939,1945
350,GRC,1,1940,1941
712,MON,1,1945,1945
385,NOR,1,1940,1940
360,RUM,1,1941,1944
740,JPN,1,1941,1945
220,FRN,1,1940,1941
310,HUN,1,1941,1945
375,FIN,1,1941,1944
375,FIN,1,1944,1945
678,YAR,1,1956,1958
200,UKG,1,1956,1958
710,CHN,1,1914,1915
740,JPN,1,1914,1915
267,BAD,1,1866,1866
273,NA,1,1866,1866
275,NA,1,1866,1866
325,ITA,1,1866,1866
280,NA,1,1866,1866
271,WRT,1,1866,1866
245,BAV,1,1866,1866
240,NA,1,1866,1866
269,SAX,1,1866,1866
255,GMY,1,1865,1866
300,NA,1,1865,1866
365,RUS,1,1944,1944
355,BUL,1,1944,1944
220,FRN,1,1958,1958
616,TUN,1,1958,1958
220,FRN,1,1835,1835
2,USA,1,1835,1835
365,RUS,1,1854,1854
300,NA,1,1854,1854
325,ITA,1,1860,1861
220,FRN,1,1860,1861
365,RUS,1,1877,1878
200,UKG,1,1877,1878
710,CHN,1,1898,1898
200,UKG,1,1898,1898
101,VEN,1,1905,1905
220,FRN,1,1905,1905
640,TUR,1,1908,1908
325,ITA,1,1908,1908
325,ITA,1,1910,1910
640,TUR,1,1910,1910
630,IRN,1,1910,1910
200,UKG,1,1910,1910
325,ITA,1,1911,1911
300,NA,1,1911,1911
220,FRN,1,1911,1911
200,UKG,1,1911,1911
255,GMY,1,1911,1911
220,FRN,1,1912,1912
325,ITA,1,1912,1912
355,BUL,1,1912,1913
640,TUR,1,1913,1913
365,RUS,1,1912,1913
640,TUR,1,1915,1915
300,NA,1,1914,1915
255,GMY,1,1914,1915
325,ITA,1,1914,1915
2,USA,1,1916,1917
70,MEX,1,1916,1917
42,DOM,1,1916,1916
2,USA,1,1916,1916
200,UKG,1,1916,1917
220,FRN,1,1916,1917
350,GRC,1,1916,1917
255,GMY,1,1916,1917
355,BUL,1,1915,1917
350,GRC,1,1915,1917
640,TUR,1,1916,1917
640,TUR,1,1920,1920
325,ITA,1,1920,1920
200,UKG,1,1920,1920
220,FRN,1,1920,1920
640,TUR,1,1922,1923
325,ITA,1,1922,1922
200,UKG,1,1922,1923
220,FRN,1,1922,1922
365,RUS,1,1937,1937
325,ITA,1,1937,1937
200,UKG,1,1938,1940
220,FRN,1,1938,1940
740,JPN,1,1938,1940
2,USA,1,1940,1941
740,JPN,1,1940,1941
365,RUS,1,1966,1968
710,CHN,1,1966,1968
666,ISR,1,1967,1967
365,RUS,1,1967,1967
2,USA,1,1967,1967
315,CZE,1,1968,1968
290,POL,1,1968,1968
365,RUS,1,1968,1968
310,HUN,1,1968,1968
265,NA,1,1968,1968
355,BUL,1,1968,1968
2,USA,1,1968,1968
731,PRK,1,1968,1968
365,RUS,1,1969,1969
710,CHN,1,1969,1969
2,USA,1,1969,1969
135,PER,1,1969,1969
710,CHN,1,1969,1969
775,MYA,1,1969,1969
652,SYR,1,1973,1973
666,ISR,1,1973,1973
651,EGY,1,1973,1973
2,USA,1,1973,1973
365,RUS,1,1973,1973
200,UKG,1,1972,1973
395,NA,1,1972,1973
710,CHN,1,1974,1974
817,NA,1,1974,1974
811,CAM,1,1975,1975
2,USA,1,1975,1975
750,IND,1,1975,1975
710,CHN,1,1975,1975
90,GUA,1,1975,1975
200,UKG,1,1975,1975
220,FRN,1,1976,1976
520,SOM,1,1976,1976
2,USA,1,1976,1976
731,PRK,1,1976,1976
732,ROK,1,1976,1976
200,UKG,1,1976,1976
160,ARG,1,1976,1976
365,RUS,1,1974,1974
710,CHN,1,1974,1974
365,RUS,1,1976,1976
740,JPN,1,1976,1976
230,SPN,1,1821,1822
220,FRN,1,1821,1822
640,TUR,1,1828,1828
220,FRN,1,1828,1828
220,FRN,1,1832,1833
210,NTH,1,1832,1833
211,BEL,1,1832,1833
255,GMY,1,1832,1833
200,UKG,1,1832,1833
220,FRN,1,1830,1830
255,GMY,1,1830,1830
160,ARG,1,1842,1842
220,FRN,1,1842,1842
200,UKG,1,1842,1842
2,USA,1,1846,1846
200,UKG,1,1846,1846
300,NA,1,1848,1848
327,PAP,1,1848,1848
220,FRN,1,1848,1848
329,SIC,1,1848,1848
245,BAV,1,1849,1849
200,UKG,1,1848,1848
365,RUS,1,1848,1848
240,NA,1,1848,1848
269,SAX,1,1849,1849
380,SWD,1,1848,1848
255,GMY,1,1848,1849
390,DEN,1,1848,1849
640,TUR,1,1852,1852
220,FRN,1,1852,1852
710,CHN,1,1898,1898
365,RUS,1,1898,1898
710,CHN,1,1898,1898
220,FRN,1,1898,1898
2,USA,1,1856,1856
200,UKG,1,1856,1856
269,SAX,1,1864,1864
255,GMY,1,1864,1864
640,TUR,1,1898,1898
220,FRN,1,1898,1898
325,ITA,1,1898,1898
365,RUS,1,1898,1898
200,UKG,1,1898,1898
339,ALB,1,1914,1915
325,ITA,1,1914,1915
255,GMY,1,1916,1916
235,POR,1,1916,1916
255,GMY,1,1916,1916
360,RUM,1,1916,1916
345,YGS,1,1914,1915
355,BUL,1,1914,1915
365,RUS,1,1915,1915
200,UKG,1,1915,1915
2,USA,1,1915,1915
255,GMY,1,1915,1915
255,GMY,1,1916,1917
2,USA,1,1916,1917
140,BRA,1,1917,1918
255,GMY,1,1917,1918
530,ETI,1,1930,1930
325,ITA,1,1930,1930
325,ITA,1,1931,1931
530,ETI,1,1931,1931
740,JPN,1,1937,1937
365,RUS,1,1937,1937
290,POL,1,1938,1938
365,RUS,1,1938,1938
255,GMY,1,1941,1941
2,USA,1,1941,1941
350,GRC,1,1940,1940
325,ITA,1,1940,1940
255,GMY,1,1941,1941
645,IRQ,1,1941,1941
200,UKG,1,1941,1941
235,POR,1,1941,1941
255,GMY,1,1941,1941
220,FRN,1,1831,1831
200,UKG,1,1831,1831
240,NA,1,1864,1864
269,SAX,1,1864,1864
255,GMY,1,1864,1864
367,LAT,1,1939,1939
365,RUS,1,1939,1939
368,LIT,1,1940,1940
365,RUS,1,1940,1940
366,EST,1,1940,1940
365,RUS,1,1940,1940
220,FRN,1,1881,1881
710,CHN,1,1881,1881
220,FRN,1,1882,1882
710,CHN,1,1882,1882
325,ITA,1,1866,1866
220,FRN,1,1866,1866
220,FRN,1,1866,1866
255,GMY,1,1866,1866
365,RUS,1,1920,1922
740,JPN,1,1920,1922
710,CHN,1,1899,1899
325,ITA,1,1899,1899
365,RUS,1,1941,1941
355,BUL,1,1941,1941
200,UKG,1,1941,1941
2,USA,1,1941,1941
300,NA,1,1917,1918
255,GMY,1,1917,1918
800,THI,1,1917,1918
255,GMY,1,1918,1918
300,NA,1,1918,1918
93,NIC,1,1918,1918
365,RUS,1,1941,1942
630,IRN,1,1941,1942
200,UKG,1,1941,1942
2,USA,1,1972,1972
135,PER,1,1972,1972
2,USA,1,1972,1972
130,ECU,1,1972,1972
630,IRN,1,1946,1946
365,RUS,1,1946,1946
200,UKG,1,1946,1946
678,YAR,1,1949,1949
200,UKG,1,1949,1949
710,CHN,1,1956,1956
775,MYA,1,1956,1956
310,HUN,1,1956,1956
365,RUS,1,1956,1956
663,JOR,1,1957,1957
651,EGY,1,1957,1957
645,IRQ,1,1957,1957
2,USA,1,1957,1957
365,RUS,1,1957,1957
640,TUR,1,1957,1957
652,SYR,1,1957,1957
220,FRN,1,1958,1959
200,UKG,1,1958,1959
2,USA,1,1958,1959
365,RUS,1,1958,1959
200,UKG,1,1962,1965
678,YAR,1,1962,1965
710,CHN,1,1964,1971
365,RUS,1,1964,1965
920,NEW,1,1965,1971
900,AUL,1,1964,1972
732,ROK,1,1965,1973
2,USA,1,1964,1973
817,NA,1,1964,1975
800,THI,1,1967,1973
840,PHI,1,1966,1973
811,CAM,1,1970,1975
816,VIE,1,1964,1975
365,RUS,1,1921,1921
640,TUR,1,1921,1921
800,THI,1,1940,1941
220,FRN,1,1940,1941
255,GMY,1,1944,1944
640,TUR,1,1944,1944
710,CHN,1,1935,1935
740,JPN,1,1935,1935
651,EGY,1,1942,1942
200,UKG,1,1942,1942
200,UKG,1,1975,1976
395,NA,1,1975,1976
200,UKG,1,1939,1939
220,FRN,1,1939,1939
325,ITA,1,1939,1939
740,JPN,1,1943,1945
255,GMY,1,1943,1945
325,ITA,1,1943,1945
645,IRQ,1,1943,1945
255,GMY,1,1943,1943
740,JPN,1,1943,1943
670,SAU,1,1943,1943
710,CHN,1,1965,1966
750,IND,1,1965,1966
220,FRN,1,1963,1963
140,BRA,1,1963,1963
350,GRC,1,1922,1922
200,UKG,1,1922,1922
220,FRN,1,1922,1922
255,GMY,1,1917,1918
40,CUB,1,1917,1918
2,USA,1,1950,1950
713,TAW,1,1949,1950
710,CHN,1,1949,1950
2,USA,1,1949,1950
710,CHN,1,1949,1950
200,UKG,1,1963,1963
2,USA,1,1963,1963
20,CAN,1,1963,1963
42,DOM,1,1963,1963
41,HAI,1,1963,1963
666,ISR,1,1950,1955
663,JOR,1,1950,1955
200,UKG,1,1956,1956
666,ISR,1,1955,1956
663,JOR,1,1955,1956
666,ISR,1,1957,1957
670,SAU,1,1957,1957
660,LEB,1,1965,1965
666,ISR,1,1965,1965
666,ISR,1,1962,1962
663,JOR,1,1962,1962
663,JOR,1,1963,1963
666,ISR,1,1963,1963
666,ISR,1,1964,1965
663,JOR,1,1964,1965
210,NTH,1,1960,1962
850,INS,1,1960,1962
850,INS,1,1961,1962
210,NTH,1,1961,1962
210,NTH,1,1951,1951
850,INS,1,1951,1951
210,NTH,1,1957,1959
850,INS,1,1957,1959
150,PAR,1,1927,1927
145,BOL,1,1927,1927
150,PAR,1,1928,1929
145,BOL,1,1928,1929
145,BOL,1,1931,1935
150,PAR,1,1931,1935
145,BOL,1,1936,1936
150,PAR,1,1936,1936
150,PAR,1,1938,1938
145,BOL,1,1938,1938
690,KUW,1,1967,1967
670,SAU,1,1967,1967
645,IRQ,1,1967,1967
651,EGY,1,1967,1967
652,SYR,1,1966,1967
663,JOR,1,1967,1967
666,ISR,1,1966,1967
365,RUS,1,1970,1970
200,UKG,1,1970,1970
2,USA,1,1970,1970
645,IRQ,1,1970,1970
663,JOR,1,1970,1970
652,SYR,1,1970,1970
666,ISR,1,1970,1970
651,EGY,1,1948,1948
663,JOR,1,1948,1948
620,LIB,1,1973,1973
666,ISR,1,1973,1973
663,JOR,1,1971,1973
670,SAU,1,1973,1973
645,IRQ,1,1973,1973
666,ISR,1,1971,1973
651,EGY,1,1971,1973
652,SYR,1,1971,1973
666,ISR,1,1968,1968
660,LEB,1,1968,1968
325,ITA,1,1943,1943
800,THI,1,1943,1943
660,LEB,1,1974,1975
666,ISR,1,1974,1975
651,EGY,1,1974,1974
345,YGS,1,1953,1953
325,ITA,1,1953,1953
210,NTH,1,1908,1908
101,VEN,1,1908,1908
235,POR,1,1941,1941
900,AUL,1,1941,1941
666,ISR,1,1967,1970
663,JOR,1,1967,1970
615,ALG,1,1970,1970
666,ISR,1,1970,1970
666,ISR,1,1968,1968
615,ALG,1,1968,1968
200,UKG,1,1963,1965
900,AUL,1,1963,1965
820,MAL,1,1963,1965
850,INS,1,1963,1965
840,PHI,1,1968,1968
820,MAL,1,1968,1968
750,IND,1,1954,1955
235,POR,1,1954,1955
750,IND,1,1961,1961
235,POR,1,1961,1961
770,PAK,1,1947,1947
750,IND,1,1947,1947
750,IND,1,1951,1951
770,PAK,1,1951,1951
663,JOR,1,1971,1971
652,SYR,1,1971,1971
145,BOL,1,1937,1937
150,PAR,1,1937,1937
615,ALG,1,1962,1962
600,MOR,1,1962,1962
600,MOR,1,1963,1963
615,ALG,1,1963,1963
600,MOR,1,1909,1910
230,SPN,1,1909,1910
230,SPN,1,1911,1911
600,MOR,1,1911,1911
651,EGY,1,1958,1958
625,SDN,1,1958,1958
160,ARG,1,1900,1902
155,CHL,1,1900,1902
165,URU,1,1907,1907
160,ARG,1,1907,1907
160,ARG,1,1912,1912
150,PAR,1,1912,1912
155,CHL,1,1952,1952
160,ARG,1,1952,1952
155,CHL,1,1955,1955
160,ARG,1,1955,1955
155,CHL,1,1958,1958
160,ARG,1,1958,1958
160,ARG,1,1959,1959
155,CHL,1,1959,1959
155,CHL,1,1960,1960
160,ARG,1,1960,1960
155,CHL,1,1963,1963
160,ARG,1,1963,1963
680,YPR,1,1972,1972
698,OMA,1,1972,1972
698,OMA,1,1973,1973
680,YPR,1,1973,1973
680,YPR,1,1975,1976
698,OMA,1,1975,1976
678,YAR,1,1971,1972
680,YPR,1,1971,1972
670,SAU,1,1962,1963
663,JOR,1,1962,1962
651,EGY,1,1962,1963
678,YAR,1,1962,1963
2,USA,1,1962,1962
670,SAU,1,1966,1967
678,YAR,1,1966,1967
651,EGY,1,1966,1967
670,SAU,1,1969,1969
680,YPR,1,1969,1969
41,HAI,1,1949,1950
42,DOM,1,1949,1950
101,VEN,1,1959,1959
42,DOM,1,1959,1959
40,CUB,1,1959,1959
101,VEN,1,1967,1967
40,CUB,1,1967,1967
230,SPN,1,1957,1958
600,MOR,1,1957,1958
230,SPN,1,1972,1972
600,MOR,1,1972,1972
600,MOR,1,1973,1974
230,SPN,1,1973,1974
41,HAI,1,1901,1901
42,DOM,1,1901,1901
645,IRQ,1,1962,1962
640,TUR,1,1962,1962
2,USA,1,1958,1958
90,GUA,1,1958,1959
70,MEX,1,1958,1959
